  PID   TT  STAT      TIME COMMAND
57404   ??  S      0:11.16 /Users/mahtabshaikh/Library/Caches/ms-playwright-go/1.50.1/node /Users/mahtabshaikh/Library/Caches/ms-playwright-go/1.50.1/package/cli.js run-driver COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 ELECTRON_RUN_AS_NODE=1 NO_PROXY=*.azureedge.net ANTIGRAVITY_EDITOR_APP_ROOT=/Applications/Antigravity.app/Contents/Resources/app
57411   ??  S      0:03.15 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) /Applications/Antigravity.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=57139 ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 VSCODE_L10N_BUNDLE_LOCATION= ELECTRON_NO_ASAR=1 NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
57462   ??  S      0:03.94 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --max-old-space-size=3072 /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-typescript501/f16ee2ec54efda2032b6/tscancellation-9587c640cdd74fd61a55.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
57463   ??  S      0:09.41 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --max-old-space-size=3072 /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-typescript501/f16ee2ec54efda2032b6/tscancellation-c1dc6462257a2c9203a9.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
57466   ??  S      0:01.17 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /Users/mahtabshaikh/Library/Caches/typescript/5.9 --enableTelemetry --typesMapLocation /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation ELECTRON_RUN_AS_NODE=1 ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
57567   ??  S      0:03.08 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) /Applications/Antigravity.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=57274 ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 VSCODE_L10N_BUNDLE_LOCATION= ELECTRON_NO_ASAR=1 NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
58503   ??  Ss    82:17.24 /usr/libexec/sysmond
59485   ??  S      0:02.70 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --max-old-space-size=3072 /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-typescript501/64dfccaf4d8fac237a41/tscancellation-7c3de178e9364d043b6b.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 VSCODE_L10N_BUNDLE_LOCATION= NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
59486   ??  S      0:28.91 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --max-old-space-size=3072 /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-typescript501/64dfccaf4d8fac237a41/tscancellation-a16226e40c8d6bd1fb52.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 VSCODE_L10N_BUNDLE_LOCATION= NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
59489   ??  S      0:01.11 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /Users/mahtabshaikh/Library/Caches/typescript/5.9 --enableTelemetry --typesMapLocation /Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation ELECTRON_RUN_AS_NODE=1 ELECTRON_RUN_AS_NODE=1 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 VSCODE_L10N_BUNDLE_LOCATION= NODE_PATH=/Applications/Antigravity.app/Contents/Resources/app/extensions/node_modules NODE_CHANNEL_FD=3 NODE_CHANNEL_SERIALIZATION_MODE=json
